A;B;A;B;A;B;A;B;;;;
118711390;21;115421161;16;118.7113904;21.05;115.4211606;16.39;;;121.000000;19.11
118712403;21;115446634;16;118.7124033;21.05;115.4466345;16.39;;;121.000000;19.11
118712706;21;115514652;16;118.7127057;21.05;115.514652;16.39;;;121.000000;19.12
118856837;21;115528634;16;118.8568366;21.06;115.5286344;16.39;;;121.000000;19.12
118858694;21;115528682;16;118.8586935;21.06;115.5286823;16.39;;;121.000000;19.12
118858960;21;115528809;16;118.8589595;21.06;115.5288089;16.4;;;121.000000;19.12
118861195;21;115528867;16;118.8611947;21.06;115.5288667;16.4;;;121.000000;19.12
118880577;21;115529724;16;118.8805766;21.06;115.5297241;16.4;;;121.000000;19.12
118880590;21;115529729;16;118.8805901;21.06;115.5297294;16.4;;;121.000000;19.12
118880634;21;115534108;16;118.8806344;21.07;115.5341082;16.4;;;121.000000;19.12
118882019;21;115540302;16;118.8820188;21.07;115.5403024;16.41;;;121.000000;19.12
118883956;21;115540322;16;118.8839556;21.07;115.5403224;16.41;;;121.000000;19.13
118902622;21;115542116;16;118.9026219;21.07;115.5421158;16.41;;;121.000000;19.13
118955590;21;115542171;16;118.9555902;21.07;115.5421707;16.41;;;121.000000;19.13
118976732;21;115542626;16;118.9767324;21.08;115.5426259;16.41;;;121.000000;19.13
118977561;21;115542628;16;118.9775607;21.08;115.5426283;16.42;;;121.000000;19.14
118977777;21;115542640;16;118.977777;21.09;115.5426402;16.42;;;121.000000;19.14
119001487;21;115543814;16;119.0014871;21.09;115.543814;16.42;;;121.000000;19.14
119004939;21;115546085;16;119.0049389;21.1;115.5460851;16.42;;;121.000000;19.14
119005582;21;115547785;16;119.0055818;21.1;115.5477851;16.42;;;121.000000;19.14
119005905;21;115549427;16;119.0059047;21.1;115.5494272;16.42;;;121.000000;19.14
119247775;21;115549662;16;119.2477751;21.11;115.5496618;16.42;;;121.000000;19.14
119248798;21;115550959;16;119.2487984;21.11;115.5509586;16.43;;;121.000000;19.15
119277328;21;115550969;16;119.277328;21.11;115.5509686;16.43;;;121.000000;19.15
119277624;21;115552096;16;119.2776244;21.11;115.5520959;16.44;;;121.000000;19.15
119277636;21;115552099;16;119.2776362;21.12;115.5520987;16.44;;;121.000000;19.15
119284608;21;115552107;16;119.2846075;21.12;115.5521066;16.44;;;121.000000;19.15
119307440;21;115552110;16;119.3074399;21.12;115.5521098;16.45;;;121.000000;19.15
119311837;21;115552164;16;119.3118373;21.12;115.5521641;16.45;;;121.000000;19.15
119311903;21;115558878;16;119.3119029;21.13;115.5588779;16.46;;;122.000000;19.15
119316193;21;115559976;16;119.3161928;21.13;115.5599763;16.46;;;122.000000;19.15
119316199;21;115560560;16;119.3161991;21.13;115.56056;16.47;;;122.000000;19.15
119703411;21;115560593;16;119.7034109;21.13;115.5605934;16.47;;;122.000000;19.15
119715118;21;115560604;16;119.7151181;21.13;115.5606039;16.47;;;122.000000;19.16
119715222;21;115565003;16;119.715222;21.13;115.5650028;16.47;;;122.000000;19.16
119750413;21;115569439;16;119.7504129;21.13;115.569439;16.47;;;122.000000;19.16
119751865;21;115569654;16;119.751865;21.13;115.5696538;16.47;;;122.000000;19.16
119838918;21;115569710;16;119.8389177;21.13;115.5697103;16.47;;;122.000000;19.16
119847817;21;115569716;16;119.8478175;21.13;115.5697165;16.48;;;122.000000;19.16
119900663;21;115570875;16;119.900663;21.14;115.5708752;16.48;;;122.000000;19.16
119943183;21;115570882;16;119.9431826;21.14;115.570882;16.48;;;122.000000;19.16
120022644;21;115570890;16;120.0226442;21.14;115.5708904;16.48;;;122.000000;19.16
120022681;21;115573587;16;120.0226814;21.14;115.5735869;16.48;;;122.000000;19.16
120025974;21;115573930;16;120.0259742;21.14;115.5739299;16.48;;;122.000000;19.16
120040562;21;115574520;16;120.0405619;21.15;115.5745197;16.48;;;122.000000;19.17
120049842;21;115577362;16;120.0498422;21.15;115.5773615;16.49;;;122.000000;19.17
120049853;21;115578395;16;120.0498531;21.15;115.5783949;16.49;;;122.000000;19.17
120118790;21;115598202;16;120.1187902;21.15;115.5982025;16.49;;;122.000000;19.17
120121954;21;115598347;16;120.1219539;21.16;115.5983465;16.49;;;122.000000;19.17
120149675;21;115600779;16;120.1496753;21.16;115.6007787;16.49;;;122.000000;19.17
120163595;21;115605195;16;120.1635952;21.16;115.6051947;16.49;;;122.000000;19.17
120163604;21;115624291;16;120.1636044;21.16;115.624291;16.49;;;122.000000;19.17
120480704;21;115624298;16;120.4807041;21.16;115.6242977;16.49;;;122.000000;19.17
120481342;21;115644113;16;120.4813422;21.16;115.6441134;16.49;;;122.000000;19.17
120481380;21;115758824;16;120.4813798;21.17;115.7588243;16.49;;;122.000000;19.17
120536784;21;115765824;16;120.5367836;21.17;115.7658239;16.49;;;122.000000;19.17
120546641;21;115825698;16;120.5466413;21.17;115.8256978;16.49;;;122.000000;19.17
120578588;21;115919702;16;120.5785875;21.17;115.9197022;16.49;;;122.000000;19.17
120585252;21;115924161;16;120.5852516;21.17;115.9241611;16.5;;;122.000000;19.17
120600323;21;115925500;16;120.6003231;21.17;115.9255001;16.5;;;123.000000;19.18
120637104;21;115926424;16;120.6371035;21.17;115.9264241;16.5;;;123.000000;19.18
121912699;21;115940450;16;121.9126992;21.17;115.9404505;16.5;;;123.000000;19.18
121913029;21;115998271;16;121.9130292;21.17;115.9982706;16.5;;;123.000000;19.18
121916734;21;116001168;16;121.9167342;21.18;116.0011679;16.5;;;123.000000;19.18
121931789;21;116002329;16;121.9317888;21.18;116.0023289;16.5;;;123.000000;19.18
121931815;21;116141032;16;121.9318145;21.18;116.1410318;16.5;;;123.000000;19.18
121931945;21;116141266;17;121.9319447;21.18;116.1412659;16.5;;;123.000000;19.18
121936429;21;116143743;17;121.936429;21.18;116.1437432;16.5;;;123.000000;19.18
121936453;21;116144186;17;121.9364526;21.18;116.1441862;16.5;;;123.000000;19.19
121951089;21;116268622;17;121.9510894;21.18;116.2686218;16.5;;;123.000000;19.19
121952991;21;116268821;17;121.9529908;21.19;116.2688212;16.5;;;123.000000;19.19
121960986;21;116275676;17;121.9609859;21.19;116.2756757;16.5;;;123.000000;19.19
122038507;21;116277972;17;122.0385073;21.19;116.2779717;16.5;;;123.000000;19.19
122092237;21;116281872;17;122.0922365;21.19;116.281872;16.5;;;123.000000;19.19
122368270;21;116295009;17;122.36827;21.19;116.2950089;16.5;;;123.000000;19.19
122506973;21;116322013;17;122.5069729;21.2;116.3220135;16.5;;;123.000000;19.20
122532684;21;116324093;17;122.5326837;21.2;116.3240925;16.5;;;123.000000;19.20
122580338;21;116787225;17;122.5803378;21.2;116.7872248;16.5;;;123.000000;19.20
122580509;21;116811892;17;122.5805094;21.2;116.8118919;16.5;;;123.000000;19.20
122582016;21;116869691;17;122.5820158;21.2;116.8696913;16.51;;;123.000000;19.20
122816951;21;116870166;17;122.8169508;21.2;116.8701658;16.51;;;123.000000;19.20
122824461;21;116889082;17;122.8244606;21.21;116.8890823;16.51;;;123.000000;19.20
122953065;21;116925060;17;122.9530651;21.21;116.9250601;16.51;;;123.000000;19.21
122992105;21;116985885;17;122.9921047;21.21;116.9858853;16.51;;;123.000000;19.21
123079283;21;116996479;17;123.0792831;21.21;116.9964789;16.51;;;123.000000;19.21
123083100;21;117026402;17;123.0830996;21.21;117.026402;16.51;;;123.000000;19.21
123095980;21;117029917;17;123.0959804;21.21;117.0299166;16.51;;;123.000000;19.21
123097063;21;117034955;17;123.0970631;21.21;117.0349546;16.51;;;123.000000;19.21
123098830;21;117035593;17;123.0988301;21.21;117.0355928;16.51;;;123.000000;19.21
123127968;21;117040518;17;123.1279677;21.22;117.0405185;16.51;;;123.000000;19.22
123243530;21;117067745;17;123.2435298;21.22;117.0677447;16.51;;;123.000000;19.22
123252623;21;117067747;17;123.2526232;21.22;117.067747;16.51;;;123.000000;19.22
123314096;21;117079974;17;123.3140958;21.22;117.0799741;16.51;;;123.000000;19.22
123324699;21;117081776;17;123.3246987;21.22;117.0817756;16.51;;;123.000000;19.22
123326732;21;117093310;17;123.3267315;21.22;117.0933101;16.51;;;123.000000;19.23
123368312;21;117118653;17;123.3683118;21.22;117.1186525;16.51;;;123.000000;19.23
123373338;21;117183769;17;123.3733376;21.23;117.183769;16.51;;;123.000000;19.23
123418906;21;117220305;17;123.4189063;21.23;117.2203051;16.51;;;123.000000;19.23
123425230;21;117253701;17;123.42523;21.23;117.2537015;16.51;;;123.000000;19.23
123437517;21;117257698;17;123.4375173;21.23;117.2576976;16.51;;;124.000000;19.23
123440437;21;117592363;17;123.4404368;21.23;117.592363;16.51;;;124.000000;19.23
123448010;21;117622408;17;123.44801;21.23;117.6224079;16.52;;;124.000000;19.23
123448358;21;117801798;17;123.4483582;21.24;117.8017985;16.52;;;125.000000;19.23
123449946;21;117804551;17;123.4499462;21.24;117.8045509;16.52;;;125.000000;19.23
123450624;21;117812780;17;123.4506238;21.24;117.8127803;16.52;;;125.000000;19.24
123452507;21;117812789;17;123.452507;21.24;117.8127889;16.52;;;125.000000;19.24
123492545;21;117823392;17;123.4925446;21.24;117.8233918;16.52;;;125.000000;19.24
123492560;21;117910629;17;123.4925597;21.24;117.9106293;16.52;;;125.000000;19.24
123501160;21;118052419;17;123.5011598;21.24;118.052419;16.52;;;125.000000;19.24
123519309;21;118131492;17;123.5193088;21.25;118.1314918;16.52;;;125.000000;19.24
123519338;21;118647095;17;123.519338;21.25;118.6470953;16.52;;;125.000000;19.24
123612224;21;118647121;17;123.612224;21.25;118.6471211;16.52;;;125.000000;19.25
123618558;21;118698059;17;123.6185584;21.25;118.6980586;16.52;;;125.000000;19.25
123618561;21;118698122;17;123.6185611;21.25;118.6981216;16.52;;;125.000000;19.25
123641139;21;118700341;17;123.6411388;21.25;118.7003407;16.52;;;125.000000;19.25
123641156;21;118700345;17;123.6411561;21.25;118.7003451;16.52;;;125.000000;19.25
123641492;21;118705809;17;123.6414921;21.26;118.7058094;16.52;;;125.000000;19.25
123644981;21;118705812;17;123.6449807;21.26;118.7058117;16.52;;;125.000000;19.25
123645064;21;118713263;17;123.6450636;21.26;118.7132626;16.52;;;125.000000;19.26
123646395;21;118736799;17;123.6463948;21.26;118.7367987;16.53;;;125.000000;19.26
123647257;21;118738929;17;123.6472574;21.27;118.7389293;16.53;;;125.000000;19.26
123649367;21;118739073;17;123.6493672;21.27;118.7390734;16.53;;;125.000000;19.26
123651132;21;118745397;17;123.651132;21.27;118.7453971;16.53;;;125.000000;19.26
123666380;21;118759653;17;123.6663799;21.27;118.7596531;16.53;;;125.000000;19.26
124483855;21;118761669;17;124.4838547;21.27;118.7616692;16.53;;;125.000000;19.27
124484323;21;118762491;17;124.4843231;21.28;118.7624907;16.53;;;125.000000;19.27
124487074;21;118773979;17;124.4870742;21.28;118.773979;16.53;;;125.000000;19.27
124691862;21;118792232;17;124.6918615;21.29;118.7922318;16.53;;;125.000000;19.27
124697019;21;118797202;17;124.6970186;21.29;118.7972022;16.53;;;125.000000;19.27
124716948;21;118806377;17;124.7169476;21.29;118.8063772;16.53;;;125.000000;19.27
124718824;21;118823257;17;124.718824;21.3;118.8232569;16.53;;;125.000000;19.27
124755341;21;118877294;17;124.7553407;21.3;118.877294;16.53;;;125.000000;19.28
124755346;21;119144138;17;124.755346;21.3;119.1441383;16.53;;;125.000000;19.28
124756657;21;119153859;17;124.756657;21.3;119.1538589;16.53;;;125.000000;19.28
124756689;21;119153916;17;124.7566889;21.3;119.1539161;16.53;;;125.000000;19.28
124757270;21;119153934;17;124.7572704;21.31;119.1539338;16.53;;;125.000000;19.28
124757438;21;119153979;17;124.7574378;21.31;119.1539788;16.54;;;125.000000;19.28
124759457;21;119177553;17;124.759457;21.32;119.1775535;16.54;;;125.000000;19.29
124759581;21;119178871;17;124.7595812;21.32;119.1788715;16.54;;;125.000000;19.29
124766055;21;119179066;17;124.766055;21.32;119.1790664;16.54;;;125.000000;19.30
124766112;21;119197006;17;124.7661119;21.32;119.1970063;16.54;;;125.000000;19.30
124766791;21;119197012;17;124.7667912;21.32;119.1970124;16.54;;;126.000000;19.30
124822209;21;119199603;17;124.8222086;21.33;119.1996026;16.54;;;126.000000;19.30
124822453;21;119201317;17;124.8224528;21.33;119.2013168;16.54;;;126.000000;19.30
124824555;21;119204323;17;124.8245547;21.33;119.2043234;16.54;;;126.000000;19.30
124824746;21;119277514;17;124.8247459;21.33;119.2775138;16.54;;;126.000000;19.31
124827383;21;119283848;17;124.8273833;21.34;119.2838482;16.54;;;126.000000;19.31
124827438;21;119284647;17;124.8274384;21.34;119.2846468;16.55;;;126.000000;19.31
124975619;21;119289405;17;124.9756187;21.34;119.2894052;16.55;;;126.000000;19.31
124978148;21;119293477;17;124.9781478;21.34;119.2934766;16.55;;;126.000000;19.31
125581560;21;119293643;17;125.5815598;21.35;119.2936434;16.55;;;126.000000;19.31
125636425;21;119295678;17;125.6364248;21.35;119.2956777;16.55;;;126.000000;19.31
125636649;21;119319896;17;125.6366488;21.35;119.3198962;16.55;;;126.000000;19.31
125662022;21;119363186;17;125.6620217;21.35;119.3631858;16.55;;;126.000000;19.32
125669401;21;119364199;17;125.6694012;21.36;119.3641993;16.55;;;126.000000;19.32
125845798;21;119364277;17;125.8457984;21.36;119.3642773;16.55;;;126.000000;19.32
125845817;21;119366352;17;125.8458165;21.36;119.3663519;16.55;;;126.000000;19.32
125846069;21;119366401;17;125.8460693;21.36;119.3664006;16.55;;;126.000000;19.32
125881190;21;119366606;17;125.88119;21.36;119.3666056;16.56;;;126.000000;19.32
125883151;21;119369085;17;125.8831513;21.36;119.3690853;16.56;;;126.000000;19.32
125906434;21;119369095;17;125.9064336;21.36;119.3690946;16.56;;;126.000000;19.33
126007241;21;119370859;17;126.0072411;21.36;119.3708594;16.56;;;126.000000;19.33
126009780;21;119379976;17;126.0097798;21.37;119.3799759;16.56;;;126.000000;19.33
126026018;21;119380024;17;126.0260179;21.37;119.380024;16.56;;;126.000000;19.33
126050519;21;119385267;17;126.0505188;21.37;119.3852675;16.56;;;126.000000;19.33
126053042;21;119387972;17;126.0530422;21.37;119.3879719;16.56;;;126.000000;19.33
126063081;21;119387995;17;126.0630807;21.37;119.3879952;16.56;;;126.000000;19.34
126117096;21;119387998;17;126.1170961;21.38;119.3879983;16.57;;;126.000000;19.34
126123330;21;119396679;17;126.1233299;21.38;119.3966792;16.57;;;126.000000;19.34
126124810;21;119437096;17;126.1248098;21.38;119.4370961;16.57;;;126.000000;19.34
126127345;21;119453760;17;126.1273452;21.38;119.4537596;16.57;;;126.000000;19.34
126139367;21;119455359;17;126.1393668;21.38;119.4553591;16.57;;;126.000000;19.34
126426345;21;119462428;17;126.4263445;21.38;119.462428;16.57;;;126.000000;19.34
126481394;21;119462471;17;126.4813944;21.38;119.4624706;16.58;;;126.000000;19.34
126482187;21;119462485;17;126.4821872;21.39;119.4624851;16.58;;;126.000000;19.35
126491790;21;119463397;17;126.4917901;21.39;119.4633973;16.58;;;126.000000;19.35
126498070;21;119463705;17;126.49807;21.39;119.4637048;16.59;;;126.000000;19.35
126561210;21;119465752;17;126.5612104;21.39;119.465752;16.59;;;126.000000;19.35
126974503;21;119465758;17;126.9745026;21.39;119.4657584;16.59;;;127.000000;19.35
126996046;21;119466419;17;126.9960456;21.39;119.4664185;16.59;;;127.000000;19.35
127056909;21;119467188;17;127.0569092;21.39;119.4671879;16.59;;;127.000000;19.35
127203079;21;119467194;17;127.2030787;21.39;119.4671939;16.59;;;127.000000;19.35
127203196;21;119467330;17;127.2031958;21.39;119.4673302;16.59;;;127.000000;19.36
127236739;21;119467548;17;127.2367385;21.39;119.4675482;16.6;;;127.000000;19.36
127237590;21;119473275;17;127.2375899;21.4;119.4732755;16.6;;;127.000000;19.36
127551056;21;119473955;17;127.5510564;21.4;119.4739548;16.6;;;127.000000;19.36
127580241;21;119473968;17;127.5802411;21.4;119.4739678;16.6;;;127.000000;19.36
128634831;21;119475526;17;128.6348307;21.4;119.4755264;16.6;;;127.000000;19.36
128634834;21;119475531;17;128.6348341;21.4;119.4755311;16.61;;;127.000000;19.36
128647970;21;119476732;17;128.6479696;21.4;119.4767317;16.61;;;127.000000;19.37
128674916;21;119476735;17;128.6749164;21.4;119.4767348;16.62;;;127.000000;19.37
128708174;21;119477135;17;128.7081736;21.4;119.4771351;16.63;;;127.000000;19.37
128710929;21;119477138;17;128.7109293;21.41;119.4771378;16.63;;;128.000000;19.37
128712937;21;119477174;17;128.7129372;21.41;119.4771743;16.63;;;128.000000;19.38
128733123;21;119477962;17;128.7331228;21.41;119.4779617;16.64;;;128.000000;19.38
128888465;21;119477967;17;128.8884654;21.41;119.4779667;16.64;;;128.000000;19.38
128888479;21;119478010;17;128.8884787;21.41;119.4780096;16.64;;;128.000000;19.38
128888489;21;119478027;17;128.8884889;21.41;119.4780275;16.64;;;128.000000;19.38
128888650;21;119478052;17;128.8886499;21.41;119.4780518;16.64;;;128.000000;19.38
128889023;21;119481766;17;128.8890232;21.41;119.481766;16.64;;;128.000000;19.38
128894090;21;119482174;17;128.89409;21.42;119.4821738;16.64;;;128.000000;19.39
128909111;21;119485113;17;128.9091112;21.42;119.4851131;16.64;;;128.000000;19.39
128912443;21;119485357;17;128.9124425;21.42;119.4853572;16.64;;;128.000000;19.39
128948454;21;119487671;17;128.9484543;21.42;119.4876714;16.64;;;128.000000;19.39
128948829;21;119493905;17;128.9488289;21.42;119.4939052;16.65;;;128.000000;19.39
128993810;21;119494207;17;128.9938096;21.42;119.4942068;16.65;;;128.000000;19.39
128996112;21;119496398;17;128.9961122;21.43;119.4963979;16.65;;;128.000000;19.39
128996115;21;119498022;17;128.9961152;21.43;119.4980221;16.65;;;128.000000;19.40
129003559;21;119502218;17;129.0035594;21.43;119.5022182;16.65;;;128.000000;19.40
129049637;21;119504379;17;129.0496369;21.43;119.5043787;16.65;;;128.000000;19.40
129068867;21;119509675;17;129.0688667;21.43;119.5096755;16.65;;;128.000000;19.40
129193603;21;119515040;17;129.1936026;21.43;119.5150399;16.66;;;128.000000;19.40
129227739;21;119515075;17;129.227739;21.43;119.5150753;16.66;;;128.000000;19.40
129230058;21;119521670;17;129.230058;21.43;119.52167;16.66;;;128.000000;19.41
129230410;21;119523678;17;129.2304096;21.44;119.5236779;16.66;;;128.000000;19.41
129232058;21;119539170;17;129.2320584;21.44;119.5391703;16.66;;;128.000000;19.41
129329141;21;119601363;17;129.3291409;21.44;119.6013625;16.66;;;128.000000;19.41
129329148;21;119601442;17;129.3291476;21.44;119.6014416;16.67;;;128.000000;19.41
129517921;21;119602824;17;129.5179208;21.44;119.6028243;16.67;;;128.000000;19.41
129517927;21;119613350;17;129.5179266;21.44;119.6133504;16.67;;;128.000000;19.41
129557497;21;119613829;17;129.5574967;21.44;119.6138292;16.67;;;128.000000;19.42
129759117;21;119614547;17;129.7591171;21.44;119.614547;16.67;;;128.000000;19.42
129763281;21;119619269;17;129.7632813;21.44;119.6192688;16.67;;;128.000000;19.42
129824637;21;119619496;17;129.8246373;21.45;119.6194957;16.67;;;128.000000;19.42
129830023;21;119626727;17;129.8300235;21.45;119.6267269;16.67;;;128.000000;19.42
129830081;21;119628128;17;129.8300806;21.45;119.6281281;16.67;;;128.000000;19.42
129842645;21;119637005;17;129.8426449;21.46;119.6370052;16.67;;;128.000000;19.42
129843987;21;119637012;17;129.8439872;21.46;119.6370116;16.68;;;128.000000;19.42
129846379;21;119641124;17;129.8463788;21.46;119.6411236;16.68;;;128.000000;19.42
129866647;21;119670139;17;129.8666468;21.46;119.6701388;16.68;;;128.000000;19.43
129867398;21;119670141;17;129.8673983;21.46;119.6701414;16.68;;;128.000000;19.43
129871223;21;119670181;17;129.8712226;21.46;119.6701807;16.68;;;128.000000;19.43
